SET_BAUD:,9600,09/12/2024 10:33:15
SET_PORT:,COM6,09/12/2024 10:33:17
SERIAL:,1,09/12/2024 10:33:18
SELECT_CH:,2,09/12/2024 10:33:30
SELECT_CH:,1,09/12/2024 10:33:32
READ_ERROR:,1,09/12/2024 10:33:34
SOURCE_VOLT:,12,09/12/2024 10:33:36
SOURCE_CURR:,0.5500,09/12/2024 10:33:39
SOURCE_CURR:,0.6000,09/12/2024 10:33:39
SOURCE_CURR:,0.6500,09/12/2024 10:33:39
SOURCE_CURR:,0.6500,09/12/2024 10:33:39
SOURCE_CURR:,0.7000,09/12/2024 10:33:39
SOURCE_CURR:,0.7500,09/12/2024 10:33:39
SOURCE_CURR:,0.7000,09/12/2024 10:33:41
OUT_CURR:,0.2000,09/12/2024 10:33:59
DC_OUTPUT:,1,09/12/2024 10:34:02
OUT_CURR:,0.3000,09/12/2024 10:34:10
READ_ALL:,1,09/12/2024 10:34:14
TIMER:,1,09/12/2024 10:34:14
CLEAR_BUFF:,1,09/12/2024 10:34:16
OUT_CURR:,0.5000,09/12/2024 10:35:39
DC_OUTPUT:,0,09/12/2024 10:35:57
TIMER:,0,09/12/2024 10:35:59
READ_ALL:,0,09/12/2024 10:35:59
EXPORT_GRAPH:,1,09/12/2024 10:36:00
SERIAL:,0,09/12/2024 10:36:17
SOURCE_VOLT:,0,09/12/2024 10:36:19
