SET_BAUD:,9600,27/11/2024 15:26:30
SET_PORT:,COM6,27/11/2024 15:26:32
SERIAL:,1,27/11/2024 15:26:35
SF:,1.00,27/11/2024 15:27:02
SELECT_CH:,1,27/11/2024 15:27:22
SOURCE_VOLT:,12,27/11/2024 15:27:24
SOURCE_CURR:,0.5500,27/11/2024 15:27:28
SOURCE_CURR:,0.6000,27/11/2024 15:27:28
SOURCE_CURR:,0.6500,27/11/2024 15:27:28
SOURCE_CURR:,0.6500,27/11/2024 15:27:28
SOURCE_CURR:,0.7000,27/11/2024 15:27:28
SOURCE_CURR:,0.7500,27/11/2024 15:27:28
SOURCE_CURR:,0.7500,27/11/2024 15:27:28
SOURCE_CURR:,0.8000,27/11/2024 15:27:28
SOURCE_CURR:,0.8500,27/11/2024 15:27:28
SOURCE_CURR:,0.9000,27/11/2024 15:27:28
SOURCE_CURR:,0.9000,27/11/2024 15:27:28
SOURCE_CURR:,0.9500,27/11/2024 15:27:28
SOURCE_CURR:,1.0000,27/11/2024 15:27:28
RAMP_STEP:,0.05,27/11/2024 15:27:39
OUT_CURR:,0.2000,27/11/2024 15:28:01
DC_OUTPUT:,1,27/11/2024 15:28:09
RAMP_ENABLE:,1,27/11/2024 15:28:16
OUT_CURR:,0.0500,27/11/2024 15:28:16
OUT_CURR:,0.1000,27/11/2024 15:28:20
OUT_CURR:,0.1500,27/11/2024 15:28:23
OUT_CURR:,0.2000,27/11/2024 15:28:24
OUT_CURR:,0.2500,27/11/2024 15:28:26
DC_OUTPUT:,0,27/11/2024 15:28:32
DC_OUTPUT:,1,27/11/2024 15:28:33
OUT_CURR:,0.2500,27/11/2024 15:28:36
READ_ALL:,1,27/11/2024 15:29:47
TIMER:,1,27/11/2024 15:29:47
TIMER:,0,27/11/2024 15:29:47
READ_ALL:,0,27/11/2024 15:29:47
CLEAR_BUFF:,1,27/11/2024 15:29:48
READ_ALL:,1,27/11/2024 15:29:51
TIMER:,1,27/11/2024 15:29:51
TIMER:,0,27/11/2024 15:31:27
READ_ALL:,0,27/11/2024 15:31:27
EXPORT_GRAPH:,1,27/11/2024 15:31:34
CLEAR_BUFF:,1,27/11/2024 15:32:16
OUT_CURR:,0.3000,27/11/2024 15:32:21
CLEAR_BUFF:,1,27/11/2024 15:32:27
READ_ALL:,1,27/11/2024 15:32:28
TIMER:,1,27/11/2024 15:32:28
CLEAR_BUFF:,1,27/11/2024 15:34:08
TIMER:,0,27/11/2024 15:35:49
READ_ALL:,0,27/11/2024 15:35:49
EXPORT_GRAPH:,1,27/11/2024 15:35:52
OUT_CURR:,0.3500,27/11/2024 15:36:21
READ_ALL:,1,27/11/2024 15:36:48
TIMER:,1,27/11/2024 15:36:48
CLEAR_BUFF:,1,27/11/2024 15:36:48
TIMER:,0,27/11/2024 15:38:27
READ_ALL:,0,27/11/2024 15:38:27
EXPORT_GRAPH:,1,27/11/2024 15:38:37
OUT_CURR:,0.4000,27/11/2024 15:38:59
READ_ALL:,1,27/11/2024 15:39:13
TIMER:,1,27/11/2024 15:39:13
CLEAR_BUFF:,1,27/11/2024 15:39:14
TIMER:,0,27/11/2024 15:40:56
READ_ALL:,0,27/11/2024 15:40:56
EXPORT_GRAPH:,1,27/11/2024 15:41:00
OUT_CURR:,0.4500,27/11/2024 15:41:25
READ_ALL:,1,27/11/2024 15:41:39
TIMER:,1,27/11/2024 15:41:39
CLEAR_BUFF:,1,27/11/2024 15:42:31
TIMER:,0,27/11/2024 15:44:12
READ_ALL:,0,27/11/2024 15:44:12
EXPORT_GRAPH:,1,27/11/2024 15:44:14
OUT_CURR:,0.5000,27/11/2024 15:44:35
READ_ALL:,1,27/11/2024 15:44:50
TIMER:,1,27/11/2024 15:44:50
CLEAR_BUFF:,1,27/11/2024 15:45:18
TIMER:,0,27/11/2024 15:46:58
READ_ALL:,0,27/11/2024 15:46:58
EXPORT_GRAPH:,1,27/11/2024 15:47:02
OUT_CURR:,0.5500,27/11/2024 15:47:33
READ_ALL:,1,27/11/2024 15:47:49
TIMER:,1,27/11/2024 15:47:49
CLEAR_BUFF:,1,27/11/2024 15:48:05
TIMER:,0,27/11/2024 15:49:45
READ_ALL:,0,27/11/2024 15:49:45
EXPORT_GRAPH:,1,27/11/2024 15:49:48
OUT_CURR:,0.6000,27/11/2024 15:50:20
READ_ALL:,1,27/11/2024 15:50:36
TIMER:,1,27/11/2024 15:50:36
CLEAR_BUFF:,1,27/11/2024 15:50:41
TIMER:,0,27/11/2024 15:52:22
READ_ALL:,0,27/11/2024 15:52:22
EXPORT_GRAPH:,1,27/11/2024 15:52:25
OUT_CURR:,0.6500,27/11/2024 15:52:49
READ_ALL:,1,27/11/2024 15:53:04
TIMER:,1,27/11/2024 15:53:04
CLEAR_BUFF:,1,27/11/2024 15:53:28
TIMER:,0,27/11/2024 15:55:10
READ_ALL:,0,27/11/2024 15:55:10
EXPORT_GRAPH:,1,27/11/2024 15:55:15
OUT_CURR:,0.7000,27/11/2024 15:55:57
READ_ALL:,1,27/11/2024 15:56:09
TIMER:,1,27/11/2024 15:56:09
CLEAR_BUFF:,1,27/11/2024 15:56:27
TIMER:,0,27/11/2024 15:58:08
READ_ALL:,0,27/11/2024 15:58:08
EXPORT_GRAPH:,1,27/11/2024 15:58:10
DC_OUTPUT:,0,27/11/2024 15:58:13
OUT_CURR:,0.7500,27/11/2024 15:59:07
OUT_CURR:,0.8000,27/11/2024 15:59:08
OUT_CURR:,0.8500,27/11/2024 15:59:09
OUT_CURR:,0.9000,27/11/2024 15:59:10
OUT_CURR:,0.9500,27/11/2024 15:59:11
OUT_CURR:,1.0000,27/11/2024 15:59:12
OUT_CURR:,0.9500,27/11/2024 15:59:14
OUT_CURR:,0.9000,27/11/2024 15:59:15
OUT_CURR:,0.8500,27/11/2024 15:59:16
OUT_CURR:,0.8000,27/11/2024 15:59:17
OUT_CURR:,0.7500,27/11/2024 15:59:18
OUT_CURR:,0.7000,27/11/2024 15:59:19
SOURCE_VOLT:,0,27/11/2024 16:00:16
DC_OUTPUT:,1,27/11/2024 16:06:08
DC_OUTPUT:,0,27/11/2024 16:06:18
SOURCE_VOLT:,12,27/11/2024 16:06:20
DC_OUTPUT:,1,27/11/2024 16:06:22
CLEAR_BUFF:,1,27/11/2024 16:06:28
READ_ALL:,1,27/11/2024 16:06:29
TIMER:,1,27/11/2024 16:06:29
CLEAR_BUFF:,1,27/11/2024 16:07:07
TIMER:,0,27/11/2024 16:08:48
READ_ALL:,0,27/11/2024 16:08:48
EXPORT_GRAPH:,1,27/11/2024 16:08:49
OUT_CURR:,0.6500,27/11/2024 16:09:21
READ_ALL:,1,27/11/2024 16:09:27
TIMER:,1,27/11/2024 16:09:27
CLEAR_BUFF:,1,27/11/2024 16:10:08
TIMER:,0,27/11/2024 16:11:49
READ_ALL:,0,27/11/2024 16:11:49
EXPORT_GRAPH:,1,27/11/2024 16:11:51
OUT_CURR:,0.6000,27/11/2024 16:12:12
READ_ALL:,1,27/11/2024 16:12:23
TIMER:,1,27/11/2024 16:12:23
CLEAR_BUFF:,1,27/11/2024 16:13:01
TIMER:,0,27/11/2024 16:14:42
READ_ALL:,0,27/11/2024 16:14:42
EXPORT_GRAPH:,1,27/11/2024 16:14:44
OUT_CURR:,0.5500,27/11/2024 16:15:06
READ_ALL:,1,27/11/2024 16:15:21
TIMER:,1,27/11/2024 16:15:21
CLEAR_BUFF:,1,27/11/2024 16:15:34
TIMER:,0,27/11/2024 16:17:15
READ_ALL:,0,27/11/2024 16:17:15
EXPORT_GRAPH:,1,27/11/2024 16:17:17
OUT_CURR:,0.5000,27/11/2024 16:17:35
READ_ALL:,1,27/11/2024 16:17:49
TIMER:,1,27/11/2024 16:17:49
CLEAR_BUFF:,1,27/11/2024 16:18:25
TIMER:,0,27/11/2024 16:20:05
READ_ALL:,0,27/11/2024 16:20:05
EXPORT_GRAPH:,1,27/11/2024 16:20:07
OUT_CURR:,0.4500,27/11/2024 16:20:43
READ_ALL:,1,27/11/2024 16:21:15
TIMER:,1,27/11/2024 16:21:15
CLEAR_BUFF:,1,27/11/2024 16:21:17
TIMER:,0,27/11/2024 16:22:58
READ_ALL:,0,27/11/2024 16:22:58
EXPORT_GRAPH:,1,27/11/2024 16:23:02
OUT_CURR:,0.4000,27/11/2024 16:23:34
READ_ALL:,1,27/11/2024 16:23:48
TIMER:,1,27/11/2024 16:23:48
CLEAR_BUFF:,1,27/11/2024 16:24:12
TIMER:,0,27/11/2024 16:25:53
READ_ALL:,0,27/11/2024 16:25:53
EXPORT_GRAPH:,1,27/11/2024 16:25:55
OUT_CURR:,0.3500,27/11/2024 16:26:16
READ_ALL:,1,27/11/2024 16:26:28
TIMER:,1,27/11/2024 16:26:28
CLEAR_BUFF:,1,27/11/2024 16:26:50
TIMER:,0,27/11/2024 16:28:32
READ_ALL:,0,27/11/2024 16:28:32
EXPORT_GRAPH:,1,27/11/2024 16:28:33
OUT_CURR:,0.3000,27/11/2024 16:28:55
CLEAR_BUFF:,1,27/11/2024 16:29:11
READ_ALL:,1,27/11/2024 16:29:13
TIMER:,1,27/11/2024 16:29:13
TIMER:,0,27/11/2024 16:30:51
READ_ALL:,0,27/11/2024 16:30:51
EXPORT_GRAPH:,1,27/11/2024 16:30:52
OUT_CURR:,0.2500,27/11/2024 16:31:12
READ_ALL:,1,27/11/2024 16:31:26
TIMER:,1,27/11/2024 16:31:26
CLEAR_BUFF:,1,27/11/2024 16:31:36
TIMER:,0,27/11/2024 16:33:18
READ_ALL:,0,27/11/2024 16:33:18
EXPORT_GRAPH:,1,27/11/2024 16:33:19
DC_OUTPUT:,0,27/11/2024 16:33:41
